Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],RUL,Source
642.15,1591.57,2388.02,47.51,47,142,NASA
642.33,1586.8,2388.08,47.46,48,141,NASA
642.82,1590.52,2388.09,47.52,49,140,NASA
642.05,1586.99,2388.12,47.35,50,139,NASA
642.3,1584.29,2388.07,47.22,51,138,NASA
642.82,1593.22,2388.11,47.31,52,137,NASA
642.41,1586.77,2388.1,47.38,53,136,NASA
642.54,1592.6,2388.06,47.28,54,135,NASA
642.02,1587.01,2388.06,47.16,55,134,NASA
642.8,1594.24,2388.03,47.35,56,133,NASA
642.3,1585.96,2388.08,47.43,57,132,NASA
642.66,1590.94,2388.07,47.39,58,131,NASA
642.32,1600.12,2388.07,47.46,59,130,NASA
642.31,1576.64,2388.08,47.29,60,129,NASA
642.56,1587.51,2388.1,47.39,61,128,NASA
642.69,1588.08,2388.06,47.16,62,127,NASA
642.45,1587.6,2388.02,47.39,63,126,NASA
642.68,1591.76,2388.06,47.33,64,125,NASA
642.8,1590.85,2388.04,47.24,65,124,NASA
642.9,1583.9,2388.06,47.35,66,123,NASA
642.21,1592.37,2388.08,47.43,67,122,NASA
642.44,1587.83,2388.09,47.53,68,121,NASA
642.74,1588.44,2388.06,47.33,69,120,NASA
642.42,1590.37,2388.1,47.37,70,119,NASA
642.63,1585.71,2388.11,47.37,71,118,NASA
642.69,1584.72,2388.07,47.27,72,117,NASA
642.35,1588.43,2388.15,47.4,73,116,NASA
642.6,1588.1,2388.11,47.31,74,115,NASA
642.42,1593.17,2388.08,47.43,75,114,NASA
641.86,1588.78,2388.04,47.42,76,113,NASA
642.77,1588.91,2388.03,47.32,77,112,NASA
642.66,1587.09,2388.06,47.46,78,111,NASA
642.14,1592.26,2388.1,47.39,79,110,NASA
642.98,1588.2,2388.05,47.36,80,109,NASA
642.26,1582.27,2388.04,47.39,81,108,NASA
642.66,1582.04,2388.05,47.3,82,107,NASA
642.13,1588.16,2388.08,47.34,83,106,NASA
642.91,1589.92,2388.09,47.52,84,105,NASA
642.29,1579.9,2388.05,47.27,85,104,NASA
642.21,1591.36,2388.08,47.42,86,103,NASA
642.7,1587.37,2388.09,47.5,87,102,NASA
642.68,1584.7,2388.1,47.32,88,101,NASA
641.97,1578.65,2388.09,47.56,89,100,NASA
643.32,1586.92,2388.05,47.32,90,99,NASA
642.79,1589.6,2388.07,47.15,91,98,NASA
642.41,1590.17,2388.08,47.55,92,97,NASA
642.24,1588.28,2388.09,47.58,93,96,NASA
642.5,1588.54,2388.16,47.34,94,95,NASA
642.48,1586.25,2388.08,47.5,95,94,NASA
642.18,1578.8,2388.05,47.36,96,93,NASA
642.95,1586.68,2388.03,47.5,97,92,NASA
643.06,1583.61,2388.07,47.3,98,91,NASA
642.79,1592.78,2388.11,47.28,99,90,NASA
642.67,1588.11,2388.07,47.25,100,89,NASA
642.29,1590.1,2388.08,47.42,101,88,NASA
642.5,1593.07,2388.06,47.54,102,87,NASA
642.83,1596.05,2388.06,47.39,103,86,NASA
642.27,1593.03,2388.09,47.39,104,85,NASA
642.48,1587.15,2388.06,47.31,105,84,NASA
642.24,1588.91,2388.07,47.53,106,83,NASA
642.55,1585.56,2388.09,47.4,107,82,NASA
642.13,1585.18,2388.07,47.44,108,81,NASA
642.89,1586.34,2388.06,47.36,109,80,NASA
642.47,1581.85,2388.07,47.37,110,79,NASA
642.16,1584.52,2388.06,47.31,111,78,NASA
642.15,1597.05,2388.04,47.42,112,77,NASA
642.41,1592.69,2388.02,47.43,113,76,NASA
642.5,1585.29,2388.03,47.61,114,75,NASA
643.11,1584.82,2388.04,47.61,115,74,NASA
642.57,1587.97,2388.07,47.49,116,73,NASA
642.97,1588.0,2388.06,47.32,117,72,NASA
642.45,1595.31,2388.06,47.6,118,71,NASA
642.81,1587.57,2388.05,47.56,119,70,NASA
642.13,1590.46,2388.07,47.52,120,69,NASA
642.58,1598.61,2388.09,47.59,121,68,NASA
643.12,1594.36,2388.06,47.42,122,67,NASA
642.56,1586.4,2388.1,47.59,123,66,NASA
642.64,1587.87,2388.03,47.49,124,65,NASA
642.59,1580.17,2388.05,47.41,125,64,NASA
642.56,1592.43,2388.12,47.58,126,63,NASA
641.87,1591.59,2388.05,47.49,127,62,NASA
642.77,1592.21,2388.04,47.79,128,61,NASA
642.3,1589.44,2388.02,47.45,129,60,NASA
642.28,1593.61,2388.1,47.48,130,59,NASA
642.81,1593.8,2388.08,47.5,131,58,NASA
642.41,1591.45,2388.07,47.75,132,57,NASA
642.95,1592.11,2388.09,47.62,133,56,NASA
642.82,1590.54,2388.1,47.61,134,55,NASA
642.8,1586.98,2388.1,47.67,135,54,NASA
642.88,1588.88,2388.1,47.76,136,53,NASA
642.35,1585.35,2388.09,47.39,137,52,NASA
642.62,1589.11,2388.09,47.46,138,51,NASA
642.51,1590.51,2388.06,47.45,139,50,NASA
642.43,1589.98,2388.09,47.56,140,49,NASA
642.78,1586.02,2388.1,47.65,141,48,NASA
642.15,1595.19,2388.11,47.69,142,47,NASA
642.74,1586.75,2388.07,47.54,143,46,NASA
642.6,1588.23,2388.06,47.69,144,45,NASA
643.07,1594.62,2388.09,47.57,145,44,NASA
642.72,1595.94,2388.01,47.61,146,43,NASA
642.82,1590.96,2388.06,47.66,147,42,NASA
643.09,1593.59,2388.1,47.67,148,41,NASA
642.58,1595.24,2388.09,47.76,149,40,NASA
642.46,1598.82,2388.03,47.64,150,39,NASA
643.25,1594.25,2388.09,47.65,151,38,NASA
642.68,1588.06,2388.05,47.55,152,37,NASA
643.02,1589.96,2388.1,47.64,153,36,NASA
642.87,1596.48,2388.04,47.76,154,35,NASA
643.05,1591.94,2388.11,47.84,155,34,NASA
642.54,1594.01,2388.08,47.65,156,33,NASA
642.8,1597.71,2388.09,47.6,157,32,NASA
643.0,1593.74,2388.12,47.63,158,31,NASA
642.82,1590.08,2388.07,47.61,159,30,NASA
643.24,1597.66,2388.07,47.7,160,29,NASA
643.02,1590.53,2388.08,47.64,161,28,NASA
642.91,1589.2,2388.1,47.63,162,27,NASA
643.32,1596.69,2388.13,47.92,163,26,NASA
643.2,1588.21,2388.09,47.91,164,25,NASA
643.38,1598.42,2388.08,47.56,165,24,NASA
642.83,1595.07,2388.15,47.82,166,23,NASA
642.97,1596.98,2388.09,47.91,167,22,NASA
642.86,1594.46,2388.06,47.83,168,21,NASA
643.25,1592.7,2388.05,47.8,169,20,NASA
643.6,1595.73,2388.12,47.8,170,19,NASA
643.69,1594.79,2388.14,47.74,171,18,NASA
643.28,1597.1,2388.14,47.88,172,17,NASA
642.87,1598.3,2388.12,47.61,173,16,NASA
643.09,1600.79,2388.08,47.85,174,15,NASA
643.17,1598.28,2388.1,47.95,175,14,NASA
643.36,1601.11,2388.12,47.83,176,13,NASA
643.15,1603.1,2388.14,47.99,177,12,NASA
643.38,1606.48,2388.17,47.86,178,11,NASA
643.6,1604.11,2388.18,48.0,179,10,NASA
643.58,1610.29,2388.15,47.95,180,9,NASA
643.34,1597.16,2388.11,47.95,181,8,NASA
643.42,1603.95,2388.12,47.96,182,7,NASA
644.5,1602.97,2388.12,48.08,183,6,NASA
643.44,1608.22,2388.12,48.04,184,5,NASA
643.27,1607.57,2388.1,48.19,185,4,NASA
643.45,1608.24,2388.13,48.21,186,3,NASA
643.69,1603.04,2388.14,48.08,187,2,NASA
643.48,1602.23,2388.16,48.15,188,1,NASA
644.53,1612.11,2388.13,48.15,189,0,NASA
641.77,1583.59,2387.98,47.19,1,268,NASA
642.42,1589.69,2388.01,47.09,2,267,NASA
642.07,1582.45,2388.01,47.11,3,266,NASA
642.08,1586.84,2387.96,47.29,4,265,NASA
642.03,1581.45,2387.98,47.09,5,264,NASA
642.32,1586.1,2388.03,47.16,6,263,NASA
642.78,1585.21,2387.92,47.14,7,262,NASA
642.49,1585.88,2387.98,47.03,8,261,NASA
641.69,1581.46,2388.0,47.34,9,260,NASA
642.18,1583.92,2388.02,47.32,10,259,NASA
641.9,1585.25,2387.96,47.3,11,258,NASA
641.97,1583.89,2388.02,47.12,12,257,NASA
641.9,1579.55,2388.03,47.11,13,256,NASA
641.93,1578.03,2387.97,47.26,14,255,NASA
641.88,1589.42,2388.07,47.09,15,254,NASA
641.56,1578.43,2388.0,47.08,16,253,NASA
642.0,1581.87,2387.98,47.11,17,252,NASA
642.05,1584.71,2388.07,46.98,18,251,NASA
642.36,1588.06,2387.95,46.98,19,250,NASA
642.27,1582.85,2387.98,47.13,20,249,NASA
642.05,1581.71,2387.99,47.23,21,248,NASA
642.38,1581.33,2387.99,47.16,22,247,NASA
641.57,1582.59,2387.97,47.18,23,246,NASA
642.13,1592.43,2388.01,47.25,24,245,NASA
642.05,1582.82,2387.98,47.19,25,244,NASA
641.61,1578.77,2388.03,47.17,26,243,NASA
642.22,1582.69,2388.01,47.01,27,242,NASA
641.97,1575.77,2388.05,47.3,28,241,NASA
642.48,1576.5,2387.97,46.97,29,240,NASA
642.66,1574.8,2387.96,47.24,30,239,NASA
642.06,1585.84,2387.97,47.08,31,238,NASA
642.41,1582.76,2387.98,47.39,32,237,NASA
641.76,1591.02,2388.03,47.13,33,236,NASA
641.68,1581.62,2387.96,47.21,34,235,NASA
642.16,1580.02,2387.98,47.14,35,234,NASA
641.3,1586.91,2387.98,47.09,36,233,NASA
642.04,1585.52,2387.96,47.06,37,232,NASA
642.38,1584.21,2388.02,47.22,38,231,NASA
641.82,1578.77,2388.0,47.2,39,230,NASA
642.76,1583.56,2387.97,47.25,40,229,NASA
642.82,1585.13,2388.0,47.22,41,228,NASA
641.92,1589.59,2387.96,47.37,42,227,NASA
641.78,1587.27,2387.97,47.01,43,226,NASA
641.77,1583.83,2387.99,47.32,44,225,NASA
642.32,1584.3,2387.97,47.0,45,224,NASA
642.24,1586.87,2388.02,47.27,46,223,NASA
641.95,1579.17,2388.0,47.05,47,222,NASA
641.38,1576.29,2387.98,47.24,48,221,NASA
642.11,1583.18,2388.03,47.07,49,220,NASA
642.2,1586.48,2387.97,47.37,50,219,NASA
642.32,1580.84,2388.03,47.27,51,218,NASA
641.86,1585.97,2387.98,47.06,52,217,NASA
642.2,1582.71,2388.03,47.2,53,216,NASA
642.14,1577.1,2387.99,47.25,54,215,NASA
641.98,1586.8,2387.96,47.11,55,214,NASA
642.12,1581.49,2387.98,47.2,56,213,NASA
641.95,1578.24,2388.01,47.18,57,212,NASA
642.61,1581.9,2388.01,47.18,58,211,NASA
642.05,1589.45,2387.96,47.24,59,210,NASA
642.0,1582.34,2388.06,47.0,60,209,NASA
642.36,1586.95,2388.01,47.12,61,208,NASA
641.94,1581.42,2388.01,47.33,62,207,NASA
642.18,1585.76,2388.01,47.31,63,206,NASA
642.4,1586.2,2387.98,47.15,64,205,NASA
641.96,1578.21,2388.02,47.02,65,204,NASA
642.16,1582.39,2387.98,47.0,66,203,NASA
641.67,1582.01,2388.02,47.11,67,202,NASA
642.0,1579.94,2388.05,47.27,68,201,NASA
641.9,1589.43,2388.04,47.1,69,200,NASA
641.86,1583.3,2387.97,47.1,70,199,NASA
642.35,1581.52,2388.01,47.26,71,198,NASA
641.76,1580.74,2388.04,47.06,72,197,NASA
642.28,1586.66,2388.01,47.45,73,196,NASA
642.05,1576.18,2388.01,47.22,74,195,NASA
642.34,1576.87,2388.03,47.08,75,194,NASA
642.29,1585.43,2388.05,47.46,76,193,NASA
642.99,1582.03,2388.02,47.43,77,192,NASA
642.15,1593.61,2387.97,47.16,78,191,NASA
642.16,1583.08,2388.02,47.2,79,190,NASA
642.18,1582.73,2388.01,47.34,80,189,NASA
642.38,1592.17,2388.02,47.26,81,188,NASA
642.5,1584.27,2387.98,47.19,82,187,NASA
642.19,1588.18,2388.04,47.29,83,186,NASA
642.59,1587.38,2388.02,47.2,84,185,NASA
642.42,1582.86,2388.0,47.24,85,184,NASA
642.21,1585.24,2388.01,47.29,86,183,NASA
642.39,1588.63,2387.99,47.2,87,182,NASA
642.38,1588.61,2388.02,47.09,88,181,NASA
642.54,1580.0,2387.93,47.18,89,180,NASA
641.75,1587.26,2387.98,47.18,90,179,NASA
642.4,1584.88,2388.0,47.3,91,178,NASA
641.96,1584.87,2387.99,47.19,92,177,NASA
642.14,1586.11,2387.97,47.23,93,176,NASA
642.44,1589.66,2388.04,47.26,94,175,NASA
642.27,1580.93,2387.97,47.35,95,174,NASA
642.62,1580.17,2388.03,47.17,96,173,NASA
641.94,1580.56,2388.02,47.14,97,172,NASA
641.62,1581.93,2388.02,47.2,98,171,NASA
642.17,1591.08,2387.95,47.18,99,170,NASA
641.92,1585.75,2387.94,47.17,100,169,NASA
642.7,1579.62,2387.99,47.42,101,168,NASA
642.63,1579.47,2388.02,47.25,102,167,NASA
641.39,1585.05,2388.03,47.18,103,166,NASA
642.13,1588.35,2388.04,47.32,104,165,NASA
642.52,1582.74,2387.97,47.32,105,164,NASA
642.42,1585.81,2387.97,47.33,106,163,NASA
642.12,1580.22,2388.01,47.03,107,162,NASA
642.61,1592.57,2388.01,47.16,108,161,NASA
642.03,1581.03,2388.03,47.35,109,160,NASA
641.57,1580.4,2388.01,47.11,110,159,NASA
642.12,1588.25,2387.97,47.31,111,158,NASA
642.18,1578.36,2387.98,47.22,112,157,NASA
642.47,1581.8,2387.99,47.33,113,156,NASA
642.12,1586.53,2387.98,47.42,114,155,NASA
642.77,1582.08,2388.02,47.24,115,154,NASA
641.54,1578.3,2388.01,47.24,116,153,NASA
642.57,1585.3,2388.05,47.23,117,152,NASA
642.04,1589.99,2388.0,47.36,118,151,NASA
642.25,1585.03,2388.04,47.35,119,150,NASA
641.96,1587.16,2388.0,47.33,120,149,NASA
642.57,1584.87,2388.05,47.31,121,148,NASA
641.78,1580.36,2387.98,47.26,122,147,NASA
641.65,1588.78,2387.99,47.19,123,146,NASA
642.63,1589.31,2387.99,47.37,124,145,NASA
641.73,1578.0,2388.01,47.3,125,144,NASA
641.86,1582.79,2388.02,47.17,126,143,NASA
642.43,1583.6,2388.01,47.33,127,142,NASA
642.35,1589.76,2388.05,47.41,128,141,NASA
642.68,1588.84,2387.97,47.19,129,140,NASA
643.07,1586.07,2388.04,47.27,130,139,NASA
642.21,1586.16,2387.99,47.38,131,138,NASA
642.43,1591.74,2388.02,47.26,132,137,NASA
642.28,1589.63,2387.97,47.3,133,136,NASA
641.32,1585.83,2388.01,47.38,134,135,NASA
641.98,1587.28,2388.04,47.23,135,134,NASA
641.52,1578.2,2388.0,47.2,136,133,NASA
642.24,1584.09,2388.07,47.4,137,132,NASA
641.67,1583.46,2388.04,47.18,138,131,NASA
642.33,1584.72,2388.0,47.27,139,130,NASA
642.83,1585.38,2388.0,47.21,140,129,NASA
641.74,1588.78,2388.01,47.33,141,128,NASA
642.36,1585.52,2388.0,47.2,142,127,NASA
642.4,1587.63,2387.94,47.28,143,126,NASA
642.35,1580.32,2388.04,47.32,144,125,NASA
642.31,1592.74,2388.02,47.32,145,124,NASA
642.77,1593.16,2388.04,47.24,146,123,NASA
642.01,1591.29,2388.0,47.33,147,122,NASA
642.24,1583.74,2388.01,47.35,148,121,NASA
642.53,1585.65,2388.01,47.12,149,120,NASA
641.86,1583.1,2388.01,47.44,150,119,NASA
642.03,1588.2,2388.03,47.28,151,118,NASA
641.87,1583.85,2388.05,47.36,152,117,NASA
642.62,1589.26,2387.99,47.44,153,116,NASA
642.24,1581.11,2387.99,47.44,154,115,NASA
642.32,1584.17,2388.01,47.32,155,114,NASA
642.24,1590.06,2388.05,47.37,156,113,NASA
642.13,1589.32,2388.02,47.44,157,112,NASA
641.88,1592.3,2388.06,47.23,158,111,NASA
642.42,1585.25,2387.99,47.45,159,110,NASA
642.28,1589.77,2388.02,47.11,160,109,NASA
642.04,1587.84,2387.97,47.47,161,108,NASA
642.07,1586.84,2388.05,47.29,162,107,NASA
642.63,1594.42,2388.03,47.49,163,106,NASA
642.56,1591.76,2388.05,47.55,164,105,NASA
642.53,1592.1,2388.1,47.38,165,104,NASA
642.7,1587.64,2388.05,47.41,166,103,NASA
642.54,1585.36,2388.02,47.3,167,102,NASA
642.22,1584.33,2388.04,47.22,168,101,NASA
642.61,1584.53,2388.01,47.51,169,100,NASA
642.8,1590.51,2388.06,47.57,170,99,NASA
642.41,1585.41,2387.99,47.53,171,98,NASA
642.05,1581.11,2388.03,47.48,172,97,NASA
642.61,1578.99,2388.02,47.38,173,96,NASA
642.28,1585.0,2388.04,47.37,174,95,NASA
642.07,1591.64,2388.06,47.45,175,94,NASA
642.25,1587.02,2388.05,47.39,176,93,NASA
642.32,1593.2,2388.04,47.49,177,92,NASA
642.19,1584.35,2388.05,47.28,178,91,NASA
642.66,1585.57,2388.03,47.33,179,90,NASA
642.93,1589.16,2387.99,47.3,180,89,NASA
642.13,1585.09,2388.05,47.24,181,88,NASA
641.97,1587.0,2388.04,47.5,182,87,NASA
642.35,1587.85,2388.03,47.57,183,86,NASA
642.56,1590.2,2388.11,47.45,184,85,NASA
642.49,1589.31,2387.98,47.38,185,84,NASA
641.84,1589.4,2388.08,47.47,186,83,NASA
642.99,1586.12,2388.09,47.52,187,82,NASA
642.91,1587.14,2388.06,47.32,188,81,NASA
643.18,1582.91,2387.99,47.32,189,80,NASA
641.95,1592.58,2388.09,47.41,190,79,NASA
642.4,1580.79,2388.06,47.46,191,78,NASA
643.06,1589.78,2388.04,47.43,192,77,NASA
642.55,1589.42,2388.09,47.57,193,76,NASA
642.47,1592.41,2387.99,47.53,194,75,NASA
642.4,1590.34,2388.08,47.36,195,74,NASA
642.36,1596.19,2388.05,47.57,196,73,NASA
642.43,1590.01,2388.04,47.33,197,72,NASA
642.75,1591.13,2388.07,47.49,198,71,NASA
642.77,1595.73,2388.07,47.66,199,70,NASA
642.45,1585.8,2388.0,47.43,200,69,NASA
642.26,1589.08,2388.05,47.51,201,68,NASA
642.63,1592.03,2388.07,47.53,202,67,NASA
643.22,1589.02,2388.06,47.52,203,66,NASA
642.67,1595.31,2388.08,47.5,204,65,NASA
642.58,1584.22,2388.1,47.47,205,64,NASA
642.6,1589.26,2388.07,47.53,206,63,NASA
642.59,1585.09,2388.05,47.69,207,62,NASA
643.29,1598.96,2388.09,47.42,208,61,NASA
642.75,1588.4,2388.02,47.79,209,60,NASA
643.25,1601.16,2388.01,47.56,210,59,NASA
642.81,1593.96,2388.05,47.45,211,58,NASA
643.46,1588.53,2388.04,47.74,212,57,NASA
642.61,1592.49,2388.01,47.64,213,56,NASA
642.41,1590.22,2388.04,47.56,214,55,NASA
643.25,1598.9,2388.01,47.58,215,54,NASA
642.33,1597.02,2388.04,47.6,216,53,NASA
642.69,1590.44,2388.09,47.58,217,52,NASA
643.14,1593.78,2388.04,47.55,218,51,NASA
642.85,1591.7,2388.11,47.71,219,50,NASA
642.63,1591.54,2388.13,47.59,220,49,NASA
642.84,1599.89,2388.04,47.68,221,48,NASA
642.6,1593.52,2388.09,47.7,222,47,NASA
642.33,1598.78,2388.06,47.72,223,46,NASA
642.94,1594.2,2388.03,47.47,224,45,NASA
642.92,1592.04,2388.08,47.71,225,44,NASA
642.71,1595.56,2388.07,47.59,226,43,NASA
642.72,1597.53,2388.09,47.85,227,42,NASA
642.73,1595.91,2388.14,47.75,228,41,NASA
643.36,1599.17,2388.07,47.64,229,40,NASA
643.4,1595.61,2388.15,47.69,230,39,NASA
642.73,1585.5,2388.1,47.82,231,38,NASA
642.72,1599.3,2388.1,47.8,232,37,NASA
643.7,1596.32,2388.15,47.78,233,36,NASA
642.34,1603.24,2388.14,47.67,234,35,NASA
643.17,1597.63,2388.11,47.73,235,34,NASA
643.25,1593.6,2388.09,47.78,236,33,NASA
643.68,1589.94,2388.06,47.98,237,32,NASA
643.14,1595.09,2388.08,47.77,238,31,NASA
643.05,1601.15,2388.16,47.85,239,30,NASA
643.41,1587.88,2388.06,47.84,240,29,NASA
642.99,1592.89,2388.1,47.57,241,28,NASA
643.07,1603.83,2388.13,47.91,242,27,NASA
643.25,1599.63,2388.12,47.95,243,26,NASA
642.95,1591.37,2388.11,47.83,244,25,NASA
643.13,1599.31,2388.13,47.96,245,24,NASA
643.49,1600.21,2388.15,47.79,246,23,NASA
643.4,1601.11,2388.12,47.87,247,22,NASA
643.45,1594.09,2388.07,48.03,248,21,NASA
643.56,1597.93,2388.16,47.9,249,20,NASA
643.14,1596.58,2388.14,47.85,250,19,NASA
643.59,1599.58,2388.13,47.72,251,18,NASA
643.71,1598.85,2388.12,47.82,252,17,NASA
643.59,1602.52,2388.11,48.08,253,16,NASA
643.3,1591.58,2388.11,47.85,254,15,NASA
643.46,1594.11,2388.18,48.19,255,14,NASA
643.66,1602.29,2388.12,47.82,256,13,NASA
643.22,1604.25,2388.05,48.27,257,12,NASA
643.44,1596.35,2388.16,48.06,258,11,NASA
643.78,1608.65,2388.21,48.05,259,10,NASA
643.25,1607.39,2388.17,47.96,260,9,NASA
643.27,1600.6,2388.16,48.13,261,8,NASA
643.56,1601.82,2388.16,47.86,262,7,NASA
643.95,1608.2,2388.14,48.04,263,6,NASA
643.77,1606.55,2388.17,48.26,264,5,NASA
643.8,1605.53,2388.16,48.03,265,4,NASA
643.38,1609.33,2388.2,48.24,266,3,NASA
643.73,1609.41,2388.1,48.26,267,2,NASA
644.02,1608.65,2388.15,48.15,268,1,NASA
643.46,1597.28,2388.18,48.26,269,0,NASA
642.73,1584.4,2388.12,47.56,1,187,NASA
642.07,1590.38,2388.09,47.65,2,186,NASA
642.57,1588.18,2388.13,47.49,3,185,NASA
641.97,1589.4,2388.1,47.38,4,184,NASA
642.62,1595.13,2388.15,47.49,5,183,NASA
642.33,1589.59,2388.15,47.49,6,182,NASA
642.44,1586.65,2388.11,47.49,7,181,NASA
642.33,1586.78,2388.16,47.69,8,180,NASA
643.36,1585.15,2388.15,47.6,9,179,NASA
642.81,1587.89,2388.15,47.45,10,178,NASA
642.5,1586.81,2388.19,47.67,11,177,NASA
642.28,1594.5,2388.13,47.4,12,176,NASA
642.37,1589.99,2388.12,47.6,13,175,NASA
642.91,1592.99,2388.15,47.61,14,174,NASA
642.55,1584.5,2388.11,47.59,15,173,NASA
643.02,1589.35,2388.1,47.68,16,172,NASA
643.11,1588.67,2388.08,47.49,17,171,NASA
642.68,1587.04,2388.1,47.7,18,170,NASA
642.19,1588.21,2388.13,47.59,19,169,NASA
642.63,1590.31,2388.12,47.47,20,168,NASA
642.41,1587.62,2388.08,47.51,21,167,NASA
642.75,1586.8,2388.14,47.53,22,166,NASA
642.65,1592.61,2388.19,47.49,23,165,NASA
642.64,1587.84,2388.1,47.54,24,164,NASA
642.6,1588.2,2388.12,47.37,25,163,NASA
643.19,1591.45,2388.13,47.59,26,162,NASA
642.91,1587.33,2388.13,47.56,27,161,NASA
642.68,1590.93,2388.13,47.58,28,160,NASA
642.02,1587.92,2388.18,47.36,29,159,NASA
642.1,1583.0,2388.1,47.46,30,158,NASA
642.36,1591.59,2388.11,47.48,31,157,NASA
643.03,1588.4,2388.13,47.53,32,156,NASA
642.59,1590.24,2388.14,47.51,33,155,NASA
642.41,1593.18,2388.14,47.53,34,154,NASA
642.81,1581.62,2388.15,47.44,35,153,NASA
642.88,1587.89,2388.14,47.55,36,152,NASA
642.47,1591.16,2388.13,47.57,37,151,NASA
642.47,1586.16,2388.1,47.55,38,150,NASA
642.68,1588.69,2388.13,47.5,39,149,NASA
642.67,1584.77,2388.11,47.4,40,148,NASA
643.18,1586.37,2388.18,47.43,41,147,NASA
641.82,1583.49,2388.1,47.51,42,146,NASA
642.98,1587.55,2388.16,47.55,43,145,NASA
642.42,1594.67,2388.15,47.62,44,144,NASA
642.41,1588.48,2388.15,47.54,45,143,NASA
642.94,1587.34,2388.12,47.5,46,142,NASA
642.06,1587.53,2388.16,47.54,47,141,NASA
642.64,1586.67,2388.11,47.54,48,140,NASA
642.85,1592.36,2388.1,47.7,49,139,NASA
642.55,1591.46,2388.15,47.62,50,138,NASA
643.18,1587.6,2388.09,47.54,51,137,NASA
642.81,1591.54,2388.11,47.52,52,136,NASA
642.72,1587.56,2388.12,47.61,53,135,NASA
643.0,1594.48,2388.12,47.37,54,134,NASA
642.62,1593.8,2388.12,47.49,55,133,NASA
642.53,1589.29,2388.16,47.49,56,132,NASA
642.4,1592.85,2388.13,47.53,57,131,NASA
642.83,1585.97,2388.16,47.61,58,130,NASA
642.99,1588.01,2388.11,47.58,59,129,NASA
642.75,1590.14,2388.15,47.47,60,128,NASA
643.24,1595.27,2388.12,47.87,61,127,NASA
642.59,1593.19,2388.1,47.37,62,126,NASA
642.55,1597.51,2388.13,47.49,63,125,NASA
643.19,1589.76,2388.12,47.52,64,124,NASA
642.56,1591.75,2388.12,47.68,65,123,NASA
642.7,1594.43,2388.2,47.47,66,122,NASA
642.87,1588.19,2388.15,47.45,67,121,NASA
642.66,1587.59,2388.16,47.61,68,120,NASA
642.48,1592.19,2388.17,47.68,69,119,NASA
643.06,1599.27,2388.18,47.5,70,118,NASA
642.89,1594.41,2388.15,47.59,71,117,NASA
642.92,1586.94,2388.14,47.42,72,116,NASA
643.07,1590.53,2388.15,47.7,73,115,NASA
642.53,1588.12,2388.1,47.65,74,114,NASA
642.69,1583.72,2388.23,47.66,75,113,NASA
642.28,1592.11,2388.14,47.52,76,112,NASA
643.32,1587.84,2388.13,47.76,77,111,NASA
643.26,1586.98,2388.13,47.44,78,110,NASA
643.12,1593.19,2388.12,47.83,79,109,NASA
642.86,1593.18,2388.11,47.53,80,108,NASA
642.38,1595.09,2388.12,47.51,81,107,NASA
642.48,1588.5,2388.16,47.66,82,106,NASA
642.74,1593.02,2388.11,47.67,83,105,NASA
643.14,1584.71,2388.13,47.66,84,104,NASA
642.75,1600.84,2388.17,47.55,85,103,NASA
642.72,1595.44,2388.12,47.48,86,102,NASA
642.6,1588.86,2388.15,47.53,87,101,NASA
642.92,1590.45,2388.18,47.52,88,100,NASA
643.03,1596.52,2388.18,47.62,89,99,NASA
642.61,1593.37,2388.18,47.73,90,98,NASA
643.24,1585.21,2388.12,47.7,91,97,NASA
642.8,1591.9,2388.16,47.63,92,96,NASA
642.76,1597.36,2388.13,47.69,93,95,NASA
642.65,1587.86,2388.2,47.75,94,94,NASA
643.05,1594.11,2388.14,47.53,95,93,NASA
642.87,1593.96,2388.16,47.77,96,92,NASA
642.89,1590.23,2388.13,47.67,97,91,NASA
642.82,1597.14,2388.18,47.72,98,90,NASA
643.16,1597.69,2388.18,47.78,99,89,NASA
642.73,1592.11,2388.13,47.58,100,88,NASA
642.49,1594.92,2388.19,47.68,101,87,NASA
642.84,1596.24,2388.18,47.51,102,86,NASA
642.46,1588.07,2388.15,47.63,103,85,NASA
642.87,1590.41,2388.21,47.62,104,84,NASA
641.96,1587.32,2388.19,47.55,105,83,NASA
643.18,1592.66,2388.15,47.77,106,82,NASA
642.85,1590.97,2388.15,47.73,107,81,NASA
643.17,1589.04,2388.17,47.69,108,80,NASA
642.92,1590.02,2388.13,47.57,109,79,NASA
642.61,1587.91,2388.17,47.59,110,78,NASA
642.8,1593.61,2388.17,47.67,111,77,NASA
642.52,1599.51,2388.17,47.59,112,76,NASA
643.26,1596.12,2388.14,47.47,113,75,NASA
643.31,1590.48,2388.2,47.58,114,74,NASA
643.01,1598.31,2388.14,47.69,115,73,NASA
642.85,1594.33,2388.13,47.72,116,72,NASA
643.36,1593.99,2388.19,47.69,117,71,NASA
642.68,1593.66,2388.18,47.77,118,70,NASA
643.15,1598.18,2388.18,47.64,119,69,NASA
642.88,1591.39,2388.18,47.79,120,68,NASA
642.64,1588.74,2388.16,47.66,121,67,NASA
642.8,1600.48,2388.18,47.65,122,66,NASA
642.93,1591.88,2388.18,47.87,123,65,NASA
642.77,1587.78,2388.19,47.85,124,64,NASA
