udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1
354,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,2,10.800000000000011,5259.026102109314,0.03225806449685898,0.017921146942699435,0,1,297.58000000000004,0.044721359557367245,-0.10000000000002274,297.6,308.34000000000003,0.05477225574367757,-0.0999999999999659,308.4,1557.4,106.29816555331502,167.0,1507.0,37.12,7.525091361571616,-16.0,46.0,47.4,5.4129474410895195,3.0,51.0
355,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,0,10.699999999999989,5955.3496418019795,0.03558504219807898,0.02068757537956117,0,1,297.58000000000004,0.044721359557367245,0.10000000000002274,297.5,308.34,0.05477225574367757,0.0,308.3,1570.0,115.22803478320702,-16.0,1674.0,37.120000000000005,7.525091361571616,4.299999999999997,30.0,51.0,6.041522986797094,5.0,54.0
356,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,0,10.699999999999989,6271.529998434768,0.03758471963180239,0.022735674662516525,0,1,297.58000000000004,0.044721359557367245,0.0,297.6,308.34000000000003,0.05477225574367757,0.0,308.3,1614.6,65.332227881804,-35.0,1658.0,35.64,6.404139286430274,2.6000000000000014,34.3,54.6,5.41294744108954,2.0,59.0
357,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,1,10.799999999999955,7158.872843441205,0.04506437765016854,0.03497854074751177,0,1,297.58000000000004,0.044721359557367245,0.0,297.6,308.34000000000003,0.05477225574367757,0.0999999999999659,308.3,1572.0,117.15587906716405,-225.0,1623.0,39.22,7.972891570816699,12.0,36.9,57.6,4.97995983919528,2.0,61.0
358,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,10.799999999999955,5433.007503265117,0.043506921527022464,0.022544495700366186,0,1,297.58000000000004,0.044721359557367245,0.0,297.6,308.34000000000003,0.05477225574367757,0.0,308.4,1574.0,115.84688170166673,119.0,1398.0,36.86,7.170285907828207,-14.699999999999996,48.9,60.6,4.5055521304273,3.0,63.0
359,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,1,10.699999999999989,5637.996423911851,0.046353101536228285,0.02501704156440556,0,1,297.6,0.0,0.0,297.6,308.34000000000003,0.05477225574367757,-0.0999999999999659,308.4,1532.6,107.89022198512693,-50.0,1517.0,38.2,6.1163714733492025,2.5,34.2,63.4,3.6469165057618276,2.0,66.0
360,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,1,10.699999999999989,5677.716627028738,0.045309508586273445,0.022080408409648748,0,1,297.6,0.0,0.0,297.6,308.34000000000003,0.05477225574367757,0.0,308.3,1514.4,87.12519727380798,100.0,1467.0,38.26,6.069843490568755,-2.1000000000000014,36.7,65.8,3.962322551231554,3.0,68.0
361,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,1,10.800000000000011,6084.448155913496,0.04865220246636936,0.025115055867774454,0,1,297.58000000000004,0.044721359557367245,-0.10000000000002274,297.6,308.34,0.05477225574367757,0.0,308.3,1494.0,64.28841264178142,-46.0,1567.0,38.52,6.024699162613841,3.6000000000000014,34.6,68.4,4.277849927241285,3.0,71.0
362,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,10.800000000000011,6150.4844334919535,0.048245614004858633,0.02305764409582854,0,1,297.56000000000006,0.05477225575656742,0.0,297.5,308.32000000000005,0.04472135954133579,0.0,308.3,1533.6,49.69708240933228,75.0,1521.0,36.1,1.6673332000532124,-1.4000000000000057,38.2,71.2,4.438468204234253,3.0,74.0
363,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,2,10.699999999999989,5306.778310443879,0.048170731677944674,0.018841463403145447,0,1,297.56000000000006,0.05477225575656742,0.10000000000002274,297.5,308.3,0.0,0.0,308.3,1558.2,66.89319845843792,44.0,1596.0,35.440000000000005,2.844819853698937,-5.899999999999999,36.8,73.8,4.43846820423427,2.0,77.0
364,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,10.699999999999989,7198.058975806981,0.05841446449345308,0.03324061193794116,0,1,297.56000000000006,0.05477225575656742,0.0,297.6,308.3,0.0,0.0,308.3,1552.4,77.23535459878438,-202.0,1640.0,37.660000000000004,6.3030151514969255,16.9,30.9,77.0,4.949747468305707,5.0,79.0
365,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,10.799999999999955,8133.206389025544,0.06112295660190266,0.039232409353779384,0,1,297.56000000000006,0.05477225575656742,0.0,297.6,308.32000000000005,0.04472135954133579,0.0999999999999659,308.3,1520.4,99.58564153531356,-31.0,1438.0,41.78,9.647901326195253,7.400000000000006,47.8,80.0,4.949747468305727,2.0,84.0
366,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,0,10.799999999999955,8146.935148921731,0.06504065035843262,0.0424981522228395,0,1,297.58000000000004,0.044721359557383926,0.0,297.6,308.34000000000003,0.05477225574367757,0.0,308.4,1486.8,124.54597544682031,-54.0,1407.0,45.64,11.533993237383157,2.299999999999997,55.2,82.8,4.658325879540751,2.0,86.0
367,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,1,10.899999999999977,6647.274951779618,0.057989690684284986,0.026353092766525067,0,1,297.6,0.0,0.0,297.6,308.38,0.08366600264924526,0.10000000000002274,308.4,1478.0,116.17443780797895,199.0,1353.0,46.46,10.875339075173724,-16.6,57.5,85.4,4.219004621945708,2.0,88.0
368,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,1,10.799999999999955,6292.892828479178,0.059273422524363656,0.024410452501969115,0,1,297.6,0.0,0.0,297.6,308.4,0.07071067811391636,-0.10000000000002274,308.5,1463.8,93.5612099109453,17.0,1552.0,47.94,8.46480950760267,-2.6000000000000014,40.9,88.2,3.492849839314512,3.0,90.0
369,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,0,10.899999999999977,6159.144757240349,0.06447280049397394,0.026527871036583026,0,1,297.58000000000004,0.044721359557383926,-0.10000000000002274,297.6,308.41999999999996,0.04472135954281182,0.0,308.4,1474.0,92.82241108697818,-80.0,1569.0,46.279999999999994,9.274265469566872,1.2000000000000028,38.3,90.6,3.9749213828703014,3.0,93.0
370,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,2,10.899999999999977,5999.468074633892,0.061751732790326565,0.022747321976844787,0,1,297.56000000000006,0.05477225575656742,0.0,297.5,308.41999999999996,0.04472135954281182,0.0,308.4,1510.0,95.21554494934097,98.0,1489.0,42.46,8.589994179276268,-3.3999999999999986,39.5,93.0,4.123105625617623,2.0,96.0
371,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,1,10.800000000000011,6318.6224723120795,0.06350184952928369,0.0229346485678578,0,1,297.54,0.05477225575659077,0.0,297.5,308.4,0.07071067811391636,-0.0999999999999659,308.4,1563.8,49.21077117867561,35.0,1587.0,38.4,1.8841443681416477,1.1000000000000014,36.1,96.0,4.949747468305821,5.0,98.0
372,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,0,10.899999999999977,6399.675562774695,0.06608478798872519,0.023753117192173868,0,1,297.52,0.044721359557469725,0.0,297.5,308.38,0.0447213595422017,0.0999999999999659,308.3,1574.2,51.53348426023579,-18.0,1622.0,37.839999999999996,1.272006289292572,0.8999999999999986,37.2,99.2,5.263078946776314,3.0,103.0
373,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,1,10.900000000000034,7606.685932259408,0.07686832734742467,0.03679715299872088,0,1,297.48,0.04472135955756823,-0.10000000000002274,297.5,308.36,0.054772255743899406,-0.0999999999999659,308.4,1541.4,91.98532491653206,-199.0,1604.0,40.52,6.372754506490899,13.600000000000001,38.1,102.2,5.118593556827917,2.0,106.0
374,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,0,10.900000000000034,6210.300357616304,0.07861189796132301,0.02974504247185195,0,1,297.46,0.054772255756731524,0.0,297.4,308.34000000000003,0.054772255743656816,0.0,308.3,1526.0,108.00231479000796,7.0,1405.0,41.02,6.370792729323415,-9.700000000000003,51.7,105.2,4.969909455915715,3.0,108.0
375,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,0,10.900000000000034,6443.720691778025,0.078965758155859,0.030048916820371124,0,1,297.43999999999994,0.05477225575675487,0.0,297.4,308.32,0.044721359541310374,0.0,308.3,1494.8,108.50668182190428,19.0,1412.0,42.4,5.756300895540483,1.0,42.0,108.2,3.9623225512318685,2.0,111.0
376,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,0,10.800000000000011,6004.023383981596,0.0750163078440859,0.0243966079423375,0,1,297.41999999999996,0.04472135955767071,0.0,297.4,308.3,0.07071067811298938,-0.10000000000002274,308.3,1477.0,87.73539764542001,102.0,1431.0,42.44,5.711654751470906,-5.600000000000001,43.0,110.6,3.646916505762198,2.0,113.0
377,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,1,10.800000000000011,7614.3723622851885,0.0835117772423185,0.03704496785364385,0,1,297.4,0.0,0.0,297.4,308.26,0.05477225574277987,0.0,308.2,1436.4,55.215939727582025,-132.0,1533.0,45.2,6.384747449977983,14.5,37.4,112.8,3.4928498393147214,2.0,115.0
378,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,1,10.800000000000011,8037.618196552319,0.08426966286217018,0.03785112356892477,0,1,297.4,0.0,0.0,297.4,308.23999999999995,0.05477225574257231,0.0,308.2,1440.2,53.129088078000834,23.0,1401.0,45.64,6.991637862475456,2.0,51.9,115.2,3.49284983931474,3.0,117.0
379,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,0,10.899999999999977,5400.146444108567,0.0701254275540904,0.016761687561709412,0,1,297.38,0.04472135955774062,-0.0999999999999659,297.4,308.21999999999997,0.044721359540017866,0.0,308.2,1508.6,146.26448646202527,330.0,1424.0,43.12,10.176787312310317,-24.5,53.9,117.6,3.9749213828705017,3.0,120.0
380,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,0,10.899999999999977,4922.582472860871,0.07126567840862846,0.015279361450809941,0,1,297.36,0.0547722557568645,0.0,297.3,308.2,0.0,0.0,308.2,1573.2,172.41432655089883,0.0,1754.0,39.879999999999995,12.531041457117603,-2.599999999999998,29.4,120.0,4.123105625617816,2.0,123.0
381,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,0,10.800000000000011,3436.818587223139,0.049531981259932925,0.004992199686040484,0,1,297.38,0.08366600265755031,0.19999999999998863,297.3,308.21999999999997,0.044721359540017866,0.10000000000002274,308.2,1779.4,470.7396307939241,810.0,1754.0,34.96,17.56596140266737,-14.0,26.8,122.4,3.9749213828705376,2.0,125.0
382,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,0,11.0,6540.628353165756,0.08344113836776122,0.026131953411298862,0,1,297.4,0.10000000000345798,0.0,297.5,308.28,0.130384048100878,0.19999999999998863,308.3,1808.4,445.3838793670017,-1018.0,2564.0,32.660000000000004,15.414538591861895,27.599999999999998,12.8,124.8,3.492849839314819,2.0,127.0
383,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,0,11.0,6710.441908067798,0.0981273407504664,0.035955056152842654,0,1,297.41999999999996,0.10954451150418498,0.0,297.5,308.34,0.1516575088785034,0.0,308.5,1790.6,465.8935500734046,-211.0,1546.0,31.48,13.487475671896487,7.600000000000001,40.4,127.0,3.1622776601686455,2.0,129.0
384,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,1,11.100000000000023,5208.132301121159,0.07220412591085552,0.014657980448068413,0,1,297.46000000000004,0.08944271910383994,0.0,297.5,308.42,0.16431676724946748,0.10000000000002274,308.5,1808.2,465.8274358601047,507.0,1335.0,31.0,13.622040963086242,-21.0,48.0,129.0,3.1622776601686655,2.0,131.0
385,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,0,11.0,4804.709916498182,0.07943925229004715,0.01565420559833282,0,1,297.5,0.0,0.0,297.5,308.48,0.10954451149816785,-0.10000000000002274,308.6,1799.8,467.42507420976034,-130.0,1842.0,31.0,13.622040963086242,-0.1999999999999993,27.0,131.2,3.4928498393148715,3.0,133.0
386,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,1,11.0,6722.54751175963,0.09759547376407675,0.03210749644122524,0,1,297.52,0.0447213595576461,0.10000000000002274,297.5,308.54,0.054772255745324495,0.10000000000002274,308.5,1569.8,208.7371552934454,-298.0,1712.0,37.519999999999996,10.072338358097383,18.599999999999998,26.8,133.4,3.6469165057623587,2.0,136.0
387,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,0,11.099999999999966,7030.58067144411,0.10689916595382928,0.03858984075921922,0,1,297.53999999999996,0.054772255756758134,0.0,297.6,308.58000000000004,0.08366600265024443,0.0999999999999659,308.6,1524.4,237.86193474366584,-95.0,1414.0,39.62,11.773784438318886,5.5,45.4,135.8,3.96232255123203,3.0,138.0
388,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,0,11.0,7900.016438325086,0.11449159318295307,0.04835868691084172,0,1,297.58,0.08366600265748833,0.0999999999999659,297.6,308.62,0.0836660026505009,0.0,308.7,1507.2,257.29691020297923,-70.0,1319.0,42.1,14.877163708180404,9.5,50.9,138.2,3.96232255123203,2.0,141.0
389,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,0,11.099999999999966,7344.10114629686,0.09965635731982381,0.03312714774355523,0,1,297.6,0.07071067812349083,-0.0999999999999659,297.7,308.64,0.08944271909740034,0.0,308.7,1429.8,177.12058039651959,206.0,1249.0,46.339999999999996,12.294632975408431,-12.199999999999996,60.4,140.6,3.6469165057623587,2.0,143.0
390,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,1,11.099999999999966,8080.008753424755,0.10440340901675893,0.038920454517812175,0,1,297.62,0.044721359557660406,0.0,297.6,308.67999999999995,0.044721359545350794,0.0,308.7,1369.0,83.4296110502737,-47.0,1455.0,51.94,5.864980818383017,6.599999999999994,48.2,142.8,3.4928498393148715,2.0,145.0
391,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,0,11.099999999999966,7140.0023435686435,0.10273972595702757,0.03198630134795459,0,1,297.62,0.044721359557660406,0.0,297.6,308.7,0.0,0.0,308.7,1378.2,91.75347404866996,52.0,1408.0,52.2,5.521322305390325,-8.099999999999994,54.8,145.2,3.4928498393148715,3.0,147.0
392,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,0,11.0,5948.825601058024,0.10194500328508048,0.025553319902378725,0,1,297.62,0.044721359557660406,0.0,297.6,308.68,0.044721359545350794,-0.0999999999999659,308.7,1412.6,96.14728285292286,31.0,1460.0,49.64,8.460082741912194,-8.600000000000001,46.7,147.4,3.6469165057623587,2.0,150.0
393,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,1,10.899999999999977,6771.807684567919,0.10335570462862033,0.029127516758974816,0,1,297.6,0.0,0.0,297.6,308.64,0.08944271909740034,-0.10000000000002274,308.6,1460.8,33.86295911464263,-1.0,1491.0,46.24,6.157353327526392,5.299999999999997,38.1,149.6,3.6469165057623587,2.0,152.0
394,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,1,10.899999999999977,7379.601143282424,0.11629629621015088,0.03866666663802469,0,1,297.58000000000004,0.0447213595575905,-0.10000000000002274,297.6,308.58000000000004,0.1303840481020197,-0.10000000000002274,308.5,1439.8,60.46651966170996,-140.0,1490.0,47.04,6.7106631564995425,8.800000000000004,43.4,152.0,3.807886552932209,3.0,154.0
395,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,0,10.899999999999977,6384.470254331321,0.10471204181628792,0.0261125654279368,0,1,297.56000000000006,0.05477225575668938,0.0,297.5,308.52,0.13038404810175158,0.0,308.4,1463.8,68.03087534347885,178.0,1350.0,44.059999999999995,5.623433115099726,-12.300000000000004,52.2,154.6,3.9749213828706034,3.0,157.0
396,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,0,10.900000000000034,6202.205520545553,0.10311903239775999,0.023997453835775014,0,1,297.52,0.08366600265743568,-0.10000000000002274,297.5,308.44,0.11401754250686744,-0.0999999999999659,308.4,1486.0,82.9548069734356,43.0,1528.0,42.260000000000005,5.995248118301699,-2.1999999999999957,39.9,157.0,4.123105625617898,2.0,160.0
397,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,0,10.900000000000034,6646.9817364652845,0.11006711402008917,0.02859060400765731,0,1,297.48,0.08366600265743568,0.0,297.4,308.38,0.08366600264882362,0.0,308.3,1485.8,82.94094284489391,-81.0,1571.0,43.160000000000004,5.534708664419487,4.899999999999999,37.7,159.4,3.9749213828706034,2.0,162.0
398,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,1,10.900000000000034,5368.835237327789,0.09357384436664383,0.01629086808551811,0,1,297.43999999999994,0.05477225575668938,0.0,297.4,308.34000000000003,0.054772255743107456,0.0,308.3,1542.6,153.64504547820593,284.0,1490.0,40.260000000000005,8.422766766330403,-13.700000000000003,42.6,161.8,3.4928498393148715,2.0,164.0
399,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,2,10.900000000000034,6857.803547472183,0.1125166443991234,0.029027962697051955,0,1,297.41999999999996,0.0447213595575905,0.0,297.4,308.32,0.04472135954069475,0.0,308.3,1573.0,116.57615536635257,-272.0,1774.0,38.540000000000006,5.864554544038257,14.700000000000003,28.9,164.2,3.4928498393148715,3.0,166.0
400,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,0,11.0,7244.76398659035,0.12499999991020114,0.035704022962856304,0,1,297.4,0.0,0.0,297.4,308.32,0.04472135954069475,0.0999999999999659,308.3,1545.8,142.65062215076375,-110.0,1502.0,40.5,7.76305352293799,6.100000000000001,43.6,167.0,4.690415759823637,5.0,169.0
401,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,0,11.100000000000023,3716.504109196725,0.08380952376961452,0.008047619043786848,0,1,297.4,0.0,0.0,297.4,308.36,0.08944271909558074,0.10000000000002274,308.4,1651.6,288.0673532353154,708.0,1392.0,36.339999999999996,13.263219820239716,-32.800000000000004,49.7,169.8,5.1185935568280785,2.0,174.0
402,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,0,11.0,5481.953516808045,0.10336817647888026,0.017653890814370563,0,1,297.41999999999996,0.0447213595575905,0.10000000000002274,297.4,308.4,0.09999999999628638,0.0,308.5,1698.0,273.86493021195685,-378.0,2100.0,33.9,12.941985937250877,13.5,16.9,172.6,4.9799598391956845,2.0,176.0
403,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,0,11.200000000000045,5675.747895632488,0.10727056012677558,0.019249106067193617,0,1,297.41999999999996,0.0447213595575905,-0.10000000000002274,297.5,308.46000000000004,0.11401754250698554,0.10000000000002274,308.5,1678.8,270.54981057099263,-44.0,1722.0,34.58,12.70066927370363,1.8999999999999986,30.4,175.4,4.2190046219460235,2.0,178.0
404,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,0,11.300000000000011,7971.833246386148,0.14296936359546789,0.04697564803851088,0,1,297.4,0.0707106781234657,-0.0999999999999659,297.4,308.52,0.08366600264984571,0.0,308.6,1633.0,322.3802103107447,-405.0,1678.0,37.82,16.93685330868753,27.5,32.3,178.0,3.1622776601686797,2.0,180.0
405,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,0,11.300000000000011,6234.2078777101215,0.14186584414659534,0.035389360034395245,0,1,297.38,0.08366600265748238,0.0,297.3,308.56000000000006,0.05477225574551065,0.0,308.6,1614.0,342.3178347676323,24.0,1273.0,37.059999999999995,16.345427495174288,-13.899999999999999,59.8,180.0,3.1622776601686797,2.0,182.0
406,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,0,11.199999999999989,8143.008158104744,0.13777777767572016,0.042666666635061724,0,1,297.36,0.0894427191038181,0.0,297.3,308.56000000000006,0.05477225574551065,-0.10000000000002274,308.6,1464.0,217.78774070181268,53.0,1297.0,45.2,13.719147203817023,11.700000000000003,45.9,182.0,3.1622776601686797,2.0,184.0
407,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,0,11.200000000000045,7820.9006633321815,0.13064628204958562,0.036066712970071774,0,1,297.34,0.05477225575678992,0.0999999999999659,297.3,308.58000000000004,0.04472135954415361,0.10000000000002274,308.5,1407.4,164.1410978396331,89.0,1350.0,49.5,11.025651908164019,-5.700000000000003,57.6,184.0,3.1622776601686797,2.0,186.0
408,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,1,11.100000000000023,7053.9227048602825,0.11874999992578124,0.026312499983554685,0,1,297.34000000000003,0.05477225575678992,0.0,297.4,308.56000000000006,0.05477225574551065,-0.10000000000002274,308.6,1391.8,132.68647255843382,161.0,1439.0,51.459999999999994,7.516182541689701,-9.799999999999997,51.9,186.0,3.1622776601686797,2.0,188.0
409,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,1,11.200000000000045,6667.464920566689,0.134588563365001,0.030962343074642715,0,1,297.36,0.054772255756738025,0.0,297.4,308.56000000000006,0.05477225574551065,0.10000000000002274,308.5,1424.0,115.00652155421454,-166.0,1600.0,48.38,6.301349061907358,2.299999999999997,42.1,188.2,3.4928498393148706,3.0,190.0
410,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,0,11.200000000000045,6310.066868318802,0.1343385879819475,0.028307059610481793,1,1,297.38,0.04472135955754442,0.0,297.4,308.56000000000006,0.05477225574551065,0.0,308.6,1456.4,90.48922587800172,25.0,1434.0,47.459999999999994,7.045778878165327,-3.1000000000000014,44.4,190.6,3.9749213828706025,3.0,193.0
411,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,1,11.100000000000023,6921.221831172648,0.13451086947383772,0.03050271737058239,1,1,297.41999999999996,0.044721359557417316,0.10000000000002274,297.4,308.58000000000004,0.04472135954415361,0.0,308.6,1480.8,68.37177780341835,13.0,1459.0,44.92,4.18473416121029,3.6000000000000014,41.3,193.0,4.123105625617897,2.0,196.0
412,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,0,11.199999999999989,6629.252681923525,0.1406578025607713,0.031000699768368997,1,1,297.43999999999994,0.05477225575650452,0.0,297.5,308.6,0.07071067811512824,0.0999999999999659,308.6,1478.8,70.02642358424434,-43.0,1472.0,43.4,1.5937377450509964,-0.6000000000000014,44.9,195.6,4.277849927241716,3.0,198.0
413,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,0,11.100000000000023,7005.91916911343,0.14625360220010547,0.03472622475884278,1,1,297.46,0.05477225575642409,0.0,297.5,308.62,0.044721359544692224,-0.0999999999999659,308.7,1436.4,32.33109957919791,-41.0,1429.0,44.62,2.4529573987332878,3.9000000000000057,44.3,198.2,3.9623225512320404,2.0,201.0
414,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,0,11.0,5682.984030711256,0.13032422115046138,0.021932612827760576,1,1,297.46000000000004,0.05477225575642409,-0.10000000000002274,297.5,308.58,0.1095445114986446,-0.20000000000004547,308.6,1464.2,68.86726363084284,185.0,1388.0,42.64,5.167978328127948,-13.700000000000003,48.2,200.6,3.64691650576237,2.0,203.0
415,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,0,11.0,5404.58656172564,0.13035264475418598,0.020465994949328718,1,1,297.46,0.05477225575642409,0.0,297.4,308.54,0.13416407864785554,0.0,308.4,1490.0,87.95169128561434,15.0,1573.0,40.88,6.934839579975872,-2.0,34.5,202.8,3.492849839314883,2.0,205.0
